機構名稱,縣市區名,地址,latitude,longitude
光晶妍寶島眼科診所,萬華區,臺北市萬華區萬大路355號,,
秋輝中醫診所,萬華區,臺北市萬華區和平西路三段７３號,,
聖約翰婦產科診所,萬華區,臺北市萬華區東園街175號,,
如春牙醫診所,萬華區,臺北市萬華區環河南路二段１４１號,,
潘再榮牙醫診所,萬華區,臺北市萬華區西園路二段７１之１號,,
雙園診所,萬華區,臺北市萬華區西藏路261之3號,,
唐門中醫診所,萬華區,臺北市萬華區長沙街2段57之1號,,
鄭內兒科診所,萬華區,臺北市萬華區艋舺大道430號,,
文林牙醫診所,萬華區,臺北市萬華區環河南路二段１８７號,,
保誠牙醫診所,萬華區,臺北市萬華區萬大路61號,,
台北透析診所,萬華區,臺北市萬華區西園路一段200號,,
佳新牙醫診所,萬華區,臺北市萬華區青年路３２之２號,,
顏克文診所,萬華區,臺北市萬華區貴陽街二段１０３號,,
可為診所,萬華區,臺北市萬華區青年路24號,,
麗思醫美診所,萬華區,臺北市萬華區成都路4號,,
陳國賢診所,萬華區,臺北市萬華區萬大路２３6號,,
東京生活診所,萬華區,臺北市萬華區萬大路491號,,
張建昌牙醫診所,萬華區,臺北市萬華區寶興街１９８號,,
同仁院醫療財團法人萬華醫院,萬華區,臺北市萬華區中華路二段６０６巷６號,,
全心中醫診所,萬華區,臺北市萬華區萬大路138號,,
旭生中醫診所,萬華區,臺北市萬華區萬大路五二六號,,
萬華衛康內科診所,萬華區,臺北市萬華區萬大路217號,,
群笙中醫診所,萬華區,臺北市萬華區環河南路二段193號,,
立誠牙醫診所,萬華區,臺北市萬華區萬大路489號,,
長泰耳鼻喉科診所,萬華區,臺北市萬華區萬大路270號,,
臺北市立聯合醫院附設萬華門診部,萬華區,臺北市萬華區東園街152號,,
快樂兒童診所,萬華區,臺北市萬華區寶興街121、125、127號,,
日光眼科診所,萬華區,臺北市萬華區和平西路三段85號,,
南光牙醫診所,萬華區,臺北市萬華區西園路一段１６０號,,
天一牙醫診所,萬華區,臺北市萬華區西寧南路９１號,,
孝德牙醫診所,萬華區,臺北市萬華區貴陽街二段144、146號,,
國民牙醫診所,萬華區,臺北市萬華區寶興街１８２號,,
宏德牙醫診所,萬華區,臺北市萬華區中華路二段六十六號,,
欣揚牙醫診所,萬華區,臺北市萬華區中華路二段142.144號,,
水波牙醫診所,萬華區,臺北市萬華區西園路一段２１４號,,
瑞安堂中醫診所,萬華區,臺北市萬華區康定路258號,,
漢方中醫聯合診所,萬華區,臺北市萬華區西園路二段２５４巷５號,,
嘉生診所,萬華區,臺北市萬華區廣州街72號,,
萬嘉耳鼻喉科診所,萬華區,臺北市萬華區萬大路144號,,
大久美學牙醫診所,萬華區,臺北市萬華區和平西路3段180號,,
艋舺牙醫診所,萬華區,臺北市萬華區和平西路三段226號,,
鑫慧牙醫診所,萬華區,臺北市萬華區和平西路三段302巷2號,,
信元牙醫診所,萬華區,臺北市萬華區昆明街175號,,
聯安中醫診所,萬華區,臺北市萬華區西園路二段243之11號,,
瑞泰中醫診所,萬華區,臺北市萬華區康定路91號,,
程惠政中醫診所,萬華區,臺北市萬華區中華路一段170號,,
孝忠牙醫診所,萬華區,臺北市萬華區康定路１６０號,,
進安牙醫診所,萬華區,臺北市萬華區東園街１１８號,,
永亨牙醫診所,萬華區,臺北市萬華區雙園街３１號,,
信恩牙醫診所,萬華區,臺北市萬華區和平西路三段６４號,,
桂林牙醫診所,萬華區,臺北市萬華區桂林路１２２之２號,,
正一牙醫診所,萬華區,臺北市萬華區和平西路三段261號,,
邦安牙醫診所,萬華區,臺北市萬華區康定路１３６號,,
敦祥牙醫診所,萬華區,臺北市萬華區桂林路２號,,
明誌牙醫診所,萬華區,臺北市萬華區昆明街２３０號,,
青年牙醫診所,萬華區,臺北市萬華區青年路３２號,,
守謙中醫診所,萬華區,臺北市萬華區萬大路266號,,
常懿中醫診所,萬華區,臺北市萬華區武成街９號,,
原億中醫診所,萬華區,臺北市萬華區萬大路295號,,
張碧蓮中醫診所,萬華區,臺北市萬華區內江街８0號,,
維恩耳鼻喉科診所,萬華區,臺北市萬華區萬大路446號,,
豪診所,萬華區,臺北市萬華區萬大路二三四號,,
童芯牙醫診所,文山區,臺北市文山區久康街24巷7號,,
雙全漢醫中醫診所,文山區,臺北市文山區羅斯福路6段299號,,
樂群耳鼻喉科家醫科診所,文山區,臺北市文山區木新路三段202號,,
臺北市立萬芳醫院-委託臺北醫學大學辦理,文山區,臺北市文山區興隆路三段111號,,
康翔牙醫診所,文山區,臺北市文山區興隆路二段１２4號,,
興隆診所,文山區,臺北市文山區興隆路三段一一二巷九號,,
正大牙醫診所,文山區,臺北市文山區指南路一段43號,,
元品中醫診所,文山區,臺北市文山區興隆路三段174號,,
陳世傑牙醫診所,文山區,臺北市文山區興隆路二段二二九號,,
安心堂中醫診所,文山區,臺北市文山區羅斯福路5段216之2號,,
房國堂小兒專科診所,文山區,臺北市文山區木新路二段269號,,
生德堂中醫診所,文山區,臺北市文山區忠順街一段２６巷２３號,,
新典牙醫診所,文山區,臺北市文山區興隆路三段３８號,,
瑞萱診所,文山區,臺北市文山區景華街一二四號,,
景美陳牙醫診所,文山區,臺北市文山區羅斯福路六段272號,,
寶島牙醫診所,文山區,臺北市文山區萬壽路十一號,,
人本家庭牙醫診所,文山區,臺北市文山區木新路三段３５０號,,
吳明珠中醫診所,文山區,臺北市文山區羅斯福路五段21號,,
林醫師診所,文山區,臺北市文山區景興路１４５號,,
元昌堂中醫診所,文山區,臺北市文山區木柵路二段1２７號,,
宏福中醫診所,文山區,臺北市文山區木柵路一段182號,,
仁泰牙醫診所,文山區,臺北市文山區景興路２３８巷３號,,
正勳牙醫診所,文山區,臺北市文山區景興路３１號,,
台欣牙醫診所,文山區,臺北市文山區木新路二段２９７號,,
西安牙醫診所,文山區,臺北市文山區羅斯福路六段２９６號,,
永健牙醫診所,文山區,臺北市文山區木柵路一段１５２號,,
詹牙醫診所,文山區,臺北市文山區興隆路二段120號,,
維新牙醫診所,文山區,臺北市文山區指南路二段129號,,
景美喜信牙醫診所,文山區,臺北市文山區景華街82巷15號,,
廣泉牙醫診所,文山區,臺北市文山區興隆路三段41號,,
天和堂中醫診所,文山區,臺北市文山區景美街一之五號,,
耿誠中醫診所,文山區,臺北市文山區羅斯福路六段一一四號,,
育德堂中醫診所,文山區,臺北市文山區木新路三段173號,,
張純龍中醫診所,文山區,臺北市文山區興隆路二段132號,,
景升診所,文山區,臺北市文山區興隆路二段９３之１號,,
文山牙醫診所,文山區,臺北市文山區木柵路3段37號,,
新安牙醫診所,文山區,臺北市文山區辛亥路四段236號,,
有全醫療社團法人景美牙醫診所,文山區,臺北市文山區景美街20號,,
實踐牙醫診所,文山區,臺北市文山區忠順街一段１４３號,,
北持牙醫診所,文山區,臺北市文山區木柵路一段267號,,
忠順牙醫診所,文山區,臺北市文山區忠順街二段４３號,,
木新牙醫診所,文山區,臺北市文山區木新路二段２２２號,,
新同仁牙醫診所,文山區,臺北市文山區羅斯福路六段２９４號,,
力行牙醫診所,文山區,臺北市文山區景興路 30號,,
天丞牙醫診所,文山區,臺北市文山區木新路三段３２５號,,
西歐牙醫診所,文山區,臺北市文山區興隆路一段151號,,
雅田牙醫診所,文山區,臺北市文山區景興路１１９號,,
建宏牙醫診所,文山區,臺北市文山區景文街４６號,,
威登牙醫診所,文山區,臺北市文山區羅斯福路六段一一二號,,
怡佳牙醫診所,文山區,臺北市文山區忠順街一段１５５號,,
晶品牙醫診所,文山區,臺北市文山區羅斯福路五段244號,,
驊陽牙醫診所,文山區,臺北市文山區忠順街1段26巷32號,,
敦揚牙醫診所,文山區,臺北市文山區木新路二段247號,,
堤岸牙醫診所,文山區,臺北市文山區木柵路四段143之1號,,
信和牙醫診所,文山區,臺北市文山區木柵路一段七十一號,,
福祥牙醫診所,文山區,臺北市文山區羅斯福路五段一七二號,,
亞美光聯合牙醫診所,文山區,臺北市文山區景美街一之六號,,
一心牙醫診所,文山區,臺北市文山區忠順街二段21之2號,,
慈慧內科眼科聯合診所,文山區,臺北市文山區羅斯福路五段264號,,
慶如診所,文山區,臺北市文山區萬慶街18號,,
夏安皮膚專科診所,文山區,臺北市文山區興隆路3段26號,,
世誠耳鼻喉科診所,文山區,臺北市文山區忠順街一段107號,,
樸園牙醫診所,文山區,臺北市文山區指南路二段４５巷８號,,
頌恩牙醫診所,文山區,臺北市文山區木柵路二段111號,,
臺灣警察專科學校醫務室,文山區,臺北市文山區興隆路三段153號,,
目欣眼科診所,文山區,臺北市文山區木新路二段１２０號,,
明瀚骨科診所,文山區,臺北市文山區保儀路58號,,
睿安牙醫診所,文山區,臺北市文山區木新路3段153號,,
長欣婦產科診所,文山區,臺北市文山區興隆路四段六十號,,
楊向榮耳鼻喉科診所,文山區,臺北市文山區羅斯福路五段２２３號,,
家樂牙醫診所,文山區,臺北市文山區萬安街33號,,
黃兆宜曙光診所,文山區,臺北市文山區景文街1號,,
定安診所,文山區,臺北市文山區景興路165號,,
芳馨診所,文山區,臺北市文山區興隆路二段62號,,
多美牙醫診所,文山區,臺北市文山區福興路23號,,
德康耳鼻喉科診所,文山區,臺北市文山區羅斯福路六段260號,,
普仁診所,文山區,臺北市文山區興隆路四段１７１號,,
楊麗姝中醫診所,文山區,臺北市文山區興隆路2段220巷31弄6號,,
信願堂中醫診所,文山區,臺北市文山區木新路二段１１８號,,
精英牙醫診所,文山區,臺北市文山區羅斯福路六段４３５號,,
黃嘉欣中醫診所,文山區,臺北市文山區興隆路一段１６４號,,
豫章堂中醫診所,文山區,臺北市文山區興隆路一段９０號,,
誠心身心醫學診所,文山區,臺北市文山區羅斯福路6段138號,,
木柵101牙醫診所,文山區,臺北市文山區興隆路2段95巷5之1號,,
木柵身心診所,文山區,臺北市文山區辛亥路四段246號,,
聞容中醫診所,文山區,臺北市文山區指南路一段47之1號,,
王家庭醫學科診所,文山區,臺北市文山區萬安街9號,,
欣美牙醫診所,文山區,臺北市文山區木柵路3段10號,,
格林牙醫診所,文山區,臺北市文山區木新路3段70號,,
秀明診所,文山區,臺北市文山區秀明路2段22號,,
京順中醫診所,文山區,臺北市文山區興隆路三段52號,,
邱成湦皮膚專科診所,文山區,臺北市文山區興隆路4段163號,,
秀心診所,文山區,臺北市文山區保儀路26巷1號,,
臻美牙醫診所,文山區,臺北市文山區羅斯福路5段167號,,
合康復健科診所,文山區,臺北市文山區興隆路四段217號,,
品橙牙醫診所,文山區,臺北市文山區羅斯福路六段200號,,
常春藤中醫診所,文山區,臺北市文山區羅斯福路五段197號,,
保儀中醫診所,文山區,臺北市文山區忠順街2段110、112號,,
東翰診所,文山區,臺北市文山區興隆路二段139號,,
林坤霖耳鼻喉科診所,文山區,臺北市文山區羅斯福路六段14號,,
安薪牙醫診所,文山區,臺北市文山區興隆路四段68號,,
德在牙醫診所,文山區,臺北市文山區景福街三十號,,
德威牙醫診所,文山區,臺北市文山區興隆路一段72號,,
王令時內科診所,文山區,臺北市文山區興隆路二段200號,,
泓仁診所,文山區,臺北市文山區木新路二段２７３號,,
澤文診所,文山區,臺北市文山區興隆路四段１３３號,,
林建輝小兒科診所,文山區,臺北市文山區興隆路二段７０號,,
瑞杏診所,文山區,臺北市文山區羅斯福路六段１５９巷１弄１２號,,
德安小兒科診所,文山區,臺北市文山區興隆路四段６－１０號,,
寶顧中醫診所,文山區,臺北市文山區木新路三段232巷6弄10號,,
東山中醫診所,文山區,臺北市文山區興隆路三段198號,,
德佳牙醫診所,文山區,臺北市文山區興隆路二段２８１號,,
大木柵陳牙醫診所,文山區,臺北市文山區木新路三段２４８號,,
家家牙醫診所,文山區,臺北市文山區興隆路三段２０７巷１１弄１１號,,
昱翔牙醫診所,文山區,臺北市文山區羅斯福路五段171號,,
文山復健科診所,文山區,臺北市文山區興隆路三段207之4號,,
林正豐診所,文山區,臺北市文山區保儀路25號,,
漂亮101皮膚科診所,文山區,臺北市文山區景美街20號,,
游正賢中醫診所,文山區,臺北市文山區辛亥路4段241號,,
聯恩診所,文山區,臺北市文山區木柵路2段131號,,
景美醫院,文山區,臺北市文山區羅斯福路六段280號,,
慧安堂中醫診所,文山區,臺北市文山區興隆路二段179號,,
景福眼科診所,文山區,臺北市文山區羅斯福路六段318號,,
許至文耳鼻喉科診所,文山區,臺北市文山區指南路一段2號,,
屈銘軒小兒科診所,文山區,臺北市文山區興隆路二段301巷4-2號,,
徐慧玲診所,文山區,臺北市文山區興隆路四段97號,,
愛文診所,文山區,臺北市文山區木柵路4段141號,,
黃偉志小兒科診所,文山區,臺北市文山區萬慶街12號,,
李信成眼科診所,文山區,臺北市文山區興隆路四段54之7號,,
景安診所,文山區,臺北市文山區羅斯福路六段136號,,
春林復健科診所,文山區,臺北市文山區木新路三段229號,,
欣民診所,文山區,臺北市文山區保儀路37號,,
慈幼診所,文山區,臺北市文山區指南路二段二十一號,,
平安耳鼻喉科診所,文山區,臺北市文山區木新路三段１０６號,,
仁耀診所,文山區,臺北市文山區興隆路一段２７３號,,
保順診所,文山區,臺北市文山區木新路二段２０６號,,
興隆李內兒科診所,文山區,臺北市文山區興隆路一段１２號,,
景美蔡登元婦產科診所,文山區,臺北市文山區興隆路二段１８９號,,
興隆內科小兒科診所,文山區,臺北市文山區興隆路二段１７號,,
陳建業診所,文山區,臺北市文山區景文街86號,,
瀚霖眼科診所,文山區,臺北市文山區興隆路二段６７號,,
健誠診所,文山區,臺北市文山區木新路三段１２４號,,
洪佑承小兒專科診所,文山區,臺北市文山區興隆路四段64之2號,,
晉康復健科診所,文山區,臺北市文山區興隆路二段２２８之１號,,
黃皮膚科診所,文山區,臺北市文山區興隆路三段７９巷５號,,
天光中醫診所,文山區,臺北市文山區羅斯福路六段１５８號,,
永麗牙醫診所,文山區,臺北市文山區木新路三段111號,,
葉洪小兒科診所,文山區,臺北市文山區興隆路三段二Ｏ二號,,
陳鐵誠中醫診所,文山區,臺北市文山區羅斯福路六段138號,,
協和牙醫診所,文山區,臺北市文山區羅斯福路六段２３４－１號,,
誠一牙醫診所,文山區,臺北市文山區興隆路四段191號,,
莊豐賓泌尿科診所,文山區,臺北市文山區興隆路2段224之4號,,
欣成診所,文山區,臺北市文山區辛亥路4段128之1號,,
官世英診所,文山區,臺北市文山區景興路四十五號,,
長青傳統中醫診所,文山區,臺北市文山區羅斯福路6段316號,,
璟美眼科診所,文山區,臺北市文山區羅斯福路6段292號,,
震杰小兒科診所,文山區,臺北市文山區景興路129號,,
德全牙醫診所,文山區,臺北市文山區羅斯福路六段２４８號,,
大豐耳鼻喉科診所,文山區,臺北市文山區木新路三段220號,,
臺北市立聯合醫院附設政大門診部,文山區,臺北市文山區指南路二段117號,,
李聯合診所,文山區,臺北市文山區羅斯福路五段１７０巷１－３號,,
喬齡牙醫診所,文山區,臺北市文山區興隆路四段6之13號,,
杏昌牙醫診所,文山區,臺北市文山區羅斯福路五段１９４號,,
徐文治診所,文山區,臺北市文山區木新路三段２４９號,,
景華牙醫診所,文山區,臺北市文山區景華街一二二號,,
全家牙醫診所,文山區,臺北市文山區木柵路二段１４３號,,
安德中醫診所,文山區,臺北市文山區景福街228號,,
吳錫賢診所,文山區,臺北市文山區木新路三段２０８號,,
大中牙醫診所,文山區,臺北市文山區羅斯福路五段１８０號,,
健鑫診所,文山區,臺北市文山區忠順街一段28號,,
星福中醫診所,文山區,臺北市文山區景興路93號,,
協群牙醫診所,文山區,臺北市文山區忠順街一段４１巷８號,,
高鳴傑 眼科診所,文山區,臺北市文山區木新路三段223號,,
瑞雲牙醫診所,文山區,臺北市文山區汀州路四段146號,,
意一堂中醫診所,文山區,臺北市文山區羅斯福路5段295號,,
陳啟義眼科診所,文山區,臺北市文山區興隆路三段204號,,
真善美中醫診所,文山區,臺北市文山區忠順街一段129號,,
禎美中醫診所,文山區,臺北市文山區羅斯福路5段240號,,
文山上明眼科診所,文山區,臺北市文山區興隆路2段198號,,
泰明堂中醫診所,文山區,臺北市文山區興隆路2段198號,,
康喬自然診所,文山區,臺北市文山區政大二街51之1號,,
究美診所,文山區,臺北市文山區興隆路3段76號,,
洵美牙醫診所,文山區,臺北市文山區興隆路2段220巷35號,,
山林診所,文山區,臺北市文山區羅斯福路6段407號,,
德方中醫診所,文山區,臺北市文山區景興路39之2號,,
萬隆力康復健科診所,文山區,臺北市文山區羅斯福路5段127號,,
晴明中醫診所,文山區,臺北市文山區木新路3段186號,,
采新牙醫診所,文山區,臺北市文山區興隆路2段224號,,
吉品牙醫診所,文山區,臺北市文山區指南路2段203號,,
合春中醫診所,文山區,臺北市文山區興隆路2段220巷1號,,
心田美學牙醫診所,文山區,臺北市文山區羅斯福路6段38號,,
養生堂中醫診所,文山區,臺北市文山區忠順街1段80號,,
蘇黎世診所,文山區,臺北市文山區興隆路3段28號,,
至善醫坊中醫診所,文山區,臺北市文山區景文街46之1號,,
童元釔齒顎矯正專科牙醫診所,文山區,臺北市文山區興隆路2段141號,,
愛文婦產科診所,文山區,臺北市文山區木柵路4段141號,,
雅興牙醫診所,文山區,臺北市文山區興隆路3段133號,,
順欣診所,文山區,臺北市文山區木柵路3段112號,,
和沛身心醫學診所,文山區,臺北市文山區羅斯福路五段232號,,
美學辰安牙醫診所,文山區,臺北市文山區指南路1段18號,,
沐芯牙醫診所,文山區,臺北市文山區木新路3段153號,,
佳鴻診所,文山區,臺北市文山區羅斯福路6段256號,,
羅斯福臻美牙醫診所,文山區,臺北市文山區羅斯福路5段172號,,
風寀時尚診所,文山區,臺北市文山區羅斯福路六段236號,,
旭明眼科診所,文山區,臺北市文山區景興路203號,,
玉函中醫診所,文山區,臺北市文山區木柵路一段159號,,
叁代牙醫診所,文山區,臺北市文山區興隆路三段１９４號,,
唯芯牙醫診所,文山區,臺北市文山區木柵路三段51號,,
仁荔健康診所,文山區,臺北市文山區興隆路一段258號,,
千順中醫診所,文山區,臺北市文山區景文街173號,,
丞志耳鼻喉診所,板橋區,新北市板橋區大明街12號,,
憲安診所,板橋區,新北市板橋區忠孝路十九號,,
廖世輝中醫診所,板橋區,新北市板橋區國慶路１４９巷３６號,,
惠群中醫診所,板橋區,新北市板橋區民族路165號,,
郭中醫診所,板橋區,新北市板橋區南雅西路2段182號,,
兆祥牙醫診所,板橋區,新北市板橋區中正路233號,,
慶安牙醫診所,板橋區,新北市板橋區四維路１３７巷１弄１號,,
匯通牙醫診所,板橋區,新北市板橋區忠孝路四六號,,
合康婦產科診所,板橋區,新北市板橋區陽明街34號,,
簡牙醫診所,板橋區,新北市板橋區府中路８８號,,
板橋雙十牙醫診所,板橋區,新北市板橋區雙十路2段158號,,
周延隆耳鼻喉科診所,板橋區,新北市板橋區中正路283號,,
明遠中醫診所,板橋區,新北市板橋區文化路一段159號,,
維力骨科診所,板橋區,新北市板橋區文化路二段19號,,
余立俊診所,板橋區,新北市板橋區民權路二０二巷一一弄二號,,
板橋同仁堂中醫診所,板橋區,新北市板橋區四川路一段一三○號,,
劉宜光診所,板橋區,新北市板橋區龍興街33號,,
板橋美麗爾美學診所,板橋區,新北市板橋區文化路一段145號,,
姜條宗內科診所,板橋區,新北市板橋區裕民街１３９號,,
久明診所,板橋區,新北市板橋區文化路1段137號,,
恩美牙醫診所,板橋區,新北市板橋區仁化街42巷7號,,
劉仲彥皮膚專科診所,板橋區,新北市板橋區雙十路2段167號,,
徐小兒科診所,板橋區,新北市板橋區陽明街46之2號,,
成安診所,板橋區,新北市板橋區重慶路308巷2號,,
長宏骨科診所,板橋區,新北市板橋區民治街127號,,
陳榮文中醫診所,板橋區,新北市板橋區新生街11號,,
智中牙醫診所,板橋區,新北市板橋區中山路二段１６６號,,
板橋蒔美牙醫診所,板橋區,新北市板橋區區運路28號,,
東暘牙醫診所,板橋區,新北市板橋區雨農路30號,,
蔡榮展耳鼻喉科診所,板橋區,新北市板橋區陽明街１０８號,,
謙合科學中醫診所,板橋區,新北市板橋區莊敬路68號,,
立竹診所,板橋區,新北市板橋區實踐路121號,,
百善堂中醫診所,板橋區,新北市板橋區新海路344號,,
大觀牙醫診所,板橋區,新北市板橋區龍興街71巷6號,,
懷安牙醫診所,板橋區,新北市板橋區國光路215號,,
仁禾診所,板橋區,新北市板橋區民生路三段93號,,
陳志洪診所,板橋區,新北市板橋區文化路1段216號,,
東豪牙醫診所,板橋區,新北市板橋區文化路2段241號,,
板橋光澤診所,板橋區,新北市板橋區館前東路2號,,
德民耳鼻喉科診所,板橋區,新北市板橋區民族路二九二號,,
弘安耳鼻喉科診所,板橋區,新北市板橋區重慶路308巷8號,,
雅音眼科診所,板橋區,新北市板橋區民生路一段６０號,,
豐禾文化婦產科診所,板橋區,新北市板橋區文化路一段322號,,
江翠中醫診所,板橋區,新北市板橋區雙十路3段1號,,
偉仁牙醫診所,板橋區,新北市板橋區三民路2段203之5號,,
璞和中醫診所,板橋區,新北市板橋區中山路2段134號,,
板聯診所,板橋區,新北市板橋區民治街一四０號,,
陳智宏診所,板橋區,新北市板橋區民權路28號,,
樂田耳鼻喉科診所,板橋區,新北市板橋區文化路二段10號,,
榮德中醫診所,板橋區,新北市板橋區懷德街131號,,
岳德聯合牙醫診所,板橋區,新北市板橋區中正路四十三號,,
禾家美學診所,板橋區,新北市板橋區文化路二段15號,,
章牙醫診所,板橋區,新北市板橋區中山路二段８６號,,
東芳榮妹中醫診所,板橋區,新北市板橋區貴興路82號,,
六合堂中醫診所,板橋區,新北市板橋區中正路332之4號,,
實健診所,板橋區,新北市板橋區中山路2段32號,,
天祐中醫診所,板橋區,新北市板橋區三民路二段119號,,
鼎吉牙醫診所,板橋區,新北市板橋區漢生東路173號,,
弘濟堂中醫診所,板橋區,新北市板橋區實踐路127號,,
尚誠牙醫診所,板橋區,新北市板橋區中山路二段5號,,
鼎超中醫診所,板橋區,新北市板橋區雙十路2段47巷8弄16號,,
穎泰診所,板橋區,新北市板橋區懷德街109號,,
采醫璟麗診所,板橋區,新北市板橋區民生路二段209號,,
日煦牙醫診所,板橋區,新北市板橋區民權路210號,,
欣美診所,板橋區,新北市板橋區中山路一段6號,,
全人中醫診所,板橋區,新北市板橋區中山路二段262號,,
達特楊眼科診所,板橋區,新北市板橋區文化路一段148號,,
江翠牙醫診所,板橋區,新北市板橋區雙十路二段165號,,
板橋愛爾麗診所,板橋區,新北市板橋區中山路一段6號,,
亮白牙醫診所,板橋區,新北市板橋區四維路119號,,
鴻林中醫診所,板橋區,新北市板橋區成都街37號,,
佳腎內科診所,板橋區,新北市板橋區文化路一段120號,,
基祥西醫診所,板橋區,新北市板橋區四川路2段120號,,
重心診所,板橋區,新北市板橋區國慶路189號,,
溫大慶小兒科診所,板橋區,新北市板橋區新海路386號,,
大學牙醫診所,板橋區,新北市板橋區裕民街一０八號,,
翰醫堂新板中醫診所,板橋區,新北市板橋區文化路一段349號,,
林衡毅中醫診所,板橋區,新北市板橋區四川路二段140巷16弄22號,,
全泰診所,板橋區,新北市板橋區館前西路140、142號,,
板橋諾貝爾眼科診所,板橋區,新北市板橋區文化路一段145號,,
常春聯合診所,板橋區,新北市板橋區四川路一段四十七號,,
順心診所,板橋區,新北市板橋區中山路2段160號,,
板橋小岩井診所,板橋區,新北市板橋區文化路二段10號,,
蔡明志小兒專科診所,板橋區,新北市板橋區雨農路56號,,
吳懿蒼小兒科診所,板橋區,新北市板橋區國光路４３號,,
全泰中醫診所,板橋區,新北市板橋區中山路2段78號,,
良鴻牙醫診所,板橋區,新北市板橋區仁化街八七號,,
健和牙醫診所,板橋區,新北市板橋區實踐路96號,,
時代牙醫診所,板橋區,新北市板橋區忠孝路１２號,,
益新牙醫診所,板橋區,新北市板橋區南雅南路一段74號,,
聖恩牙醫診所,板橋區,新北市板橋區莒光路74號,,
心世界身心精神科診所,板橋區,新北市板橋區國光路33號,,
向陽澄思診所,板橋區,新北市板橋區文化路二段113號,,
菁樺牙醫診所,板橋區,新北市板橋區民生路一段十九號,,
京澄皮膚專科診所,板橋區,新北市板橋區三民路一段181、183號,,
向德中醫診所,板橋區,新北市板橋區文化路2段109號,,
環球美學牙醫診所,板橋區,新北市板橋區民安街28號,,
王英權皮膚科診所,板橋區,新北市板橋區民族路１２９巷６號,,
曾耳鼻喉科診所,板橋區,新北市板橋區民族路４３號,,
康祐牙醫診所,板橋區,新北市板橋區光武街17號,,
邱慶來牙醫診所,板橋區,新北市板橋區新民街7巷18之1號,,
精英牙醫診所,板橋區,新北市板橋區中山路2段84-4號,,
宏元小兒科診所,板橋區,新北市板橋區仁化街一號,,
南雅復健科診所,板橋區,新北市板橋區南雅南路一段3號,,
天下牙醫診所,板橋區,新北市板橋區後菜園街１９號,,
家福中醫診所,板橋區,新北市板橋區雙十路三段四十三號,,
惟美牙醫診所,板橋區,新北市板橋區雙十路二段6號,,
菡生婦幼診所,板橋區,新北市板橋區中山路一段104號,,
晶美牙醫診所,板橋區,新北市板橋區文化路一段219一1號,,
新北市板橋區衛生所,板橋區,新北市板橋區英士路192號,,
德一診所,板橋區,新北市板橋區中山路2段236號,,
京品牙醫診所,板橋區,新北市板橋區忠孝路97號,,
興安診所,板橋區,新北市板橋區龍興街51號,,
健福中醫診所,板橋區,新北市板橋區中山路二段237號,,
明德中醫診所,板橋區,新北市板橋區莒光路78巷4號,,
愛德診所,板橋區,新北市板橋區大觀路二段一五二號,,
樂活醫美診所,板橋區,新北市板橋區民族路89之2號,,
欣采美學牙醫診所,板橋區,新北市板橋區文聖街176、178號,,
松柏牙醫診所,板橋區,新北市板橋區松柏街４１號,,
板橋新生堂中醫診所,板橋區,新北市板橋區文化路一段188巷17號,,
榮美中醫診所,板橋區,新北市板橋區莒光路100號,,
寶生中醫診所,板橋區,新北市板橋區裕民街123號,,
板杏內科診所,板橋區,新北市板橋區館前東路26號,,
牙醫先生牙醫診所,板橋區,新北市板橋區信義路14號,,
英倫牙醫診所,板橋區,新北市板橋區文化路二段237號,,
建全中醫診所,板橋區,新北市板橋區重慶路277號,,
麗緻美學牙醫診所,板橋區,新北市板橋區文化路一段255號,,
里安診所,板橋區,新北市板橋區信義路58號,,
府中讚美診所,板橋區,新北市板橋區府中路60號,,
老德燕中醫診所,板橋區,新北市板橋區文化路一段30號,,
板橋星和診所,板橋區,新北市板橋區中山路一段67號,,
謙岳美學牙醫診所,板橋區,新北市板橋區中山路一段263號,,
米蘭時尚診所,板橋區,新北市板橋區新府路1之5號,,
悅安心復健專科診所,板橋區,新北市板橋區三民路二段127號,,
板橋四維皮膚科診所,板橋區,新北市板橋區四維路150號,,
幸福身心精神科診所,板橋區,新北市板橋區實踐路83號,,
潤宇堂中醫診所,板橋區,新北市板橋區重慶路175號,,
正大中醫診所,板橋區,新北市板橋區民生路三段116號,,
向日葵美學牙醫診所,板橋區,新北市板橋區文化路一段181號,,
藝群板橋診所,板橋區,新北市板橋區中山路一段67號,,
金正中醫診所,板橋區,新北市板橋區民權路278號,,
振侒診所,板橋區,新北市板橋區重慶路276-11號,,
聖恩中醫診所,板橋區,新北市板橋區陽明街 126號,,
昌禾骨科診所,板橋區,新北市板橋區實踐路40號,,
六安堂中醫診所,板橋區,新北市板橋區忠孝路39號,,
星皓牙醫診所,板橋區,新北市板橋區四川路一段277號,,
昕新智慧診所,板橋區,新北市板橋區文化路一段188巷51號,,
樂惟牙醫診所,板橋區,新北市板橋區雙十路二段72號,,
杏蘊中醫診所,板橋區,新北市板橋區仁化街53號,,
療寮診所,板橋區,新北市板橋區文化路二段441巷2弄2號,,
新昌中醫診所,板橋區,新北市板橋區府中路24號,,
明品診所,板橋區,新北市板橋區僑中一街88號,,
德睿中醫診所,板橋區,新北市板橋區華興街62號,,
豐禾婦產科診所,板橋區,新北市板橋區中山路一段279號,,
健哲牙醫診所,板橋區,新北市板橋區重慶路239號,,
