"場所ID","場所名稱","場所縣市","場所區域","場所地址","場所分類","場所類型","場所描述","AEDID","AED放置地點","AED地點描述","地點LAT","地點LNG","周一至周五起","周一至周五迄","周六起","周六迄","周日起","周日迄","開放使用時間備註","開放時間緊急連絡電話"
"10996","南都汽車股份有限公司北台南服務廠","臺南市","永康區","臺南市永康區中正南路214號","大型購物場所","商場","","54625","展示間","顧客休息室吧檯旁","23.025372","120.220483","08:30:00","21:00:00","08:30:00","21:00:00","08:30:00","21:00:00","","06-2537866"
"9432","宜蘭縣冬山鄉清溝國民小學","宜蘭縣","冬山鄉","宜蘭縣冬山鄉清溝村永清路369號","學校、大型集會場所","國小","","54629","宜蘭縣冬山鄉清溝國民小學","行政辦公室對面，健康中心旁邊。","24.664419","121.764044","08:00:00","16:00:00","","","","","","03-9585828"
"12557","Goal Fitness 走！健身","臺北市","大安區","臺北市大安區大安路一段85號2樓","其他","其他場所","","54632","台北市大安區大安路一段85號2樓","私人運動空間","25.040895","121.546262","12:00:00","17:00:00","","","","","","0287720722"
"15134","中部汽車股份有限公司大里營業所","臺中市","大里區","臺中市大里區中興路二段155號","其他","其他場所","","54633","顧客休息區","Toyota大里營業所顧客休息區","24.105689105911","120.68920795822","08:30:00","17:30:00","08:30:00","17:30:00","","","","04-24837025"
"12389","桃園市龍潭區三和國民小學","桃園市","龍潭區","桃園市龍潭區三和里龍新路三和段1356號","學校、大型集會場所","國小","","54637","辦公室前走廊","放置校長室門外邊牆","24.844029","121.20452","07:45:00","16:30:00","00:00:00","00:00:00","00:00:00","00:00:00","假日不開放","4792154"
"13526","仙妮蕾德餐旅管理有限公司 茹曦酒店","臺北市","松山區","臺北市松山區敦化北路100號","旅宿場所","飯店","茹曦酒店原名為王朝大酒店","54638","1樓大廳","1樓大門左側(面對櫃檯右側)走廊","25.052651","121.548262","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","","02-27198399"
"12472","香格里拉休閒農場","宜蘭縣","冬山鄉","宜蘭縣冬山鄉大進村梅山路168號","觀光旅遊地區","國家級風景區","進櫃檯大門左手邊櫃子上","54641","農場櫃檯接待區","放置於櫃檯內門口左邊","24.632506","121.728988","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","","03-9511456"
"12471","台北新板希爾頓酒店","新北市","板橋區","新北市板橋區民權路88號","旅宿場所","飯店","","54642","R樓健身房外","R樓健身房外","25.011402","121.462416","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","","02-2958-3770"
"12471","台北新板希爾頓酒店","新北市","板橋區","新北市板橋區民權路88號","旅宿場所","飯店","","54647","1F大廳櫃台右後方","1F大廳櫃台右後方","25.011402","121.462416","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","24H營業","02-2958-3770"
"12471","台北新板希爾頓酒店","新北市","板橋區","新北市板橋區民權路88號","旅宿場所","飯店","","54648","1F員工通道口電梯前","1F員工通道口電梯前","25.011402","121.462416","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","","02-2985-3770"
"12549","潤泰旭展股份有限公司(CITYLINK南港店)","臺北市","南港區","臺北市南港區台北市南港區忠孝東路七段299號","大型購物場所","商場","","54650","C棟5樓洗手間入口處","C棟5樓洗手間入口處","25.052558","121.604518","11:00:00","21:30:00","11:00:00","22:00:00","11:00:00","21:30:00","","(02)26529051"
"4622","礁溪老爺酒店","宜蘭縣","礁溪鄉","宜蘭縣礁溪鄉大忠村五峰路69號","旅宿場所","旅館","","54651","礁溪老爺酒店-得天公園高爾夫球場櫃台","位在得天高爾夫球場櫃台內","24.82737","121.755752","08:30:00","23:00:00","08:30:00","23:00:00","08:30:00","23:00:00","","(03)9885211#8167"
"12407","BIG BOSS SPORTS CENTER大老闆運動中心","臺北市","南港區","臺北市南港區舊莊街一段196號2樓","其他","其他場所","","54654","櫃台休息區","一進門右手邊，即可看到","25.038552","121.622085","18:00:00","22:00:00","13:30:00","21:00:00","","","星期日休息","02-2654-8500"
"20839","CV玩家體適能訓練室(貴子體適能工作室)","臺北市","萬華區","臺北市萬華區昆明街222號2F","學校、大型集會場所","健身房","本場所為預約制，平時沒人。","54656","入口前方","入口前方","25.040574515028","121.50426512882","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","","0978 132 932"
"18971","七股遊客中心","臺南市","七股區","臺南市七股區鹽埕里102-8號","觀光旅遊地區","國家級風景區","","54658","七股遊客中心","七股遊客中心門口右側","23.153974","120.103076","09:00:00","17:30:00","09:00:00","17:30:00","09:00:00","17:30:00","","06-7801751"
"4659","桃園縣立觀音國民中學","桃園市","觀音區","桃園市觀音區白玉村下庄仔53-1號","學校、大型集會場所","國中","","54667","校內第1棟走廊","校內第1棟,通往學務處走廊","25.039312642598","121.08079766351","","","","","","","","4732034.#313"
"1205","遠東百貨股份有限公司台中分公司(B1中控室)","臺中市","西屯區","臺中市西屯區臺灣大道三段251號","大型購物場所","百貨業","","54670","B1中控室外","B1北棟中控室外","24.164669933541","120.64440251129","11:00:00","22:00:00","10:30:00","22:00:00","10:30:00","22:00:00","","04-37022168"
"12409","雲林縣大屯國民小學","雲林縣","虎尾鎮","雲林縣虎尾鎮東屯里147號","學校、大型集會場所","國小","","54678","行政室旁穿堂","大門進入學校教學區右側即可看到","23.702838","120.396362","00:00:00","23:59:00","00:00:00","23:55:00","00:00:00","23:55:00","全面開放","0928382793"
"12526","麥威肌力體能股份有限公司(MYWAY Fitness)","臺北市","中山區","臺北市中山區復興南路一段2號B1","學校、大型集會場所","健身房","","54684","大門前柱","大門口進來第一個柱子轉角處","25.047122","121.543635","07:00:00","00:00:00","07:00:00","00:00:00","07:00:00","00:00:00","館休日另行公告","02-87724271"
"2635","宜蘭縣五結鄉興中國中","宜蘭縣","五結鄉","宜蘭縣五結鄉中正東路50號","學校、大型集會場所","國中","","54689","健康中心","行政大樓一樓健康中心","24.699275179125","121.77083385784","08:00:00","16:00:00","","","","","","03-9653453"
"17486","彰化縣溪州鄉成功國民小學","彰化縣","溪州鄉","彰化縣溪州鄉成功村登山路二段365號","學校、大型集會場所","國小","","54692","教學大樓一樓中廊","教學大樓一樓中廊，總務處門口外","23.825826","120.544942","00:00:00","23:30:00","00:00:00","23:30:00","00:00:00","23:30:00","","04-8802225"
"10922","彰化縣溪州鄉三條國小","彰化縣","溪州鄉","彰化縣溪州鄉三條村中央路二段31號","學校、大型集會場所","國小","","54693","健康中心外走廊","位於學校中心位置.學生平常往來經過的地點.位置醒目","23.824989","120.501014","00:00:00","23:55:00","00:00:00","23:55:00","00:00:00","23:55:00","全天開放","04-8895080"
"14857","彰化縣立溪州國民中學","彰化縣","溪州鄉","彰化縣溪州鄉中央路3段300號","學校、大型集會場所","國中","","54694","溪州國中教務處對面","溪州國中教務處對面
女教職員廁所旁邊","23.850399","120.494869","08:00:00","17:00:00","08:00:00","17:00:00","08:00:00","17:00:00","無","0935088613"
"14775","彰化縣立二水國民中學","彰化縣","二水鄉","彰化縣二水鄉源泉村月眉巷13號","學校、大型集會場所","國中","","54695","健康中心外牆","健康中心外牆、消防栓旁。","23.803815","120.645729","08:00:00","17:00:00","","","","","六日未開放","08:00至17:00"
"14821","彰化縣源泉國民小學","彰化縣","二水鄉","彰化縣二水鄉大園村員集路2段316號","學校、大型集會場所","國小","","54696","教導處門口","進入學校中廊左邊教導處門口","23.800175","120.642482","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","","0919806688"
"20767","徠通科技股份有限公司","臺中市","南屯區","臺中市南屯區精科路20號","其他","其他場所","公司","54699","公司大廳","徠通科技股份有限公司,ACCUTEX","24.14693460022","120.60450382995","08:00:00","17:00:00","","","","","國定假日皆休","04-23599688"
"14792","彰化縣彰化市大成國小","彰化縣","彰化市","彰化縣彰化市自強路303號","學校、大型集會場所","國小","","54702","國小部與幼兒園交界走廊","走廊飲水機旁","24.091203","120.547541","08:00:00","08:00:00","08:00:00","08:00:00","08:00:00","08:00:00","24小時開放","04-7353457"
"10920","彰化縣立南郭國民小學","彰化縣","彰化市","彰化縣彰化市中興路98號","學校、大型集會場所","國小","","54703","博學樓一樓中廊電梯旁","本校博學樓一樓中廊電梯旁","24.070982","120.545997","16:00:00","17:30:00","00:00:00","23:55:00","00:00:00","23:55:00","學校上課時間週一至週五不開放，假日全天開放(如有疫情則依照中央政府公告配合辦理)","04-7280366"
"19417","白水溪河川橋工地員工休息區","臺南市","白河區","臺南市白河區汴頭里11鄰洪溪州29之2號","其他","其他場所","","54708","白水溪河川橋工地員工休息區","白水溪河川橋工地員工休息區內桌上","23.358285018046","120.44206185236","08:00:00","17:00:00","08:00:00","17:00:00","08:00:00","17:00:00","","0972076995"
"6270","基隆市長興國民小學","基隆市","七堵區","基隆市七堵區東新街3號","學校、大型集會場所","國小","","54710","穿堂入口處右側","穿堂入口處右側","25.114432927206","121.68535976715","08:00:00","16:00:00","","","","","","24552096*22"
"15249","彰化縣埔鹽鄉埔鹽國民小學","彰化縣","埔鹽鄉","彰化縣埔鹽鄉彰水路1段252號","學校、大型集會場所","國小","","54712","前棟教室辦公室前","前棟教室辦公室前","23.992485","120.477828","07:00:00","21:00:00","07:00:00","21:00:00","07:00:00","21:00:00","","04-8852882#116"
"14830","彰化縣立媽厝國民小學","彰化縣","溪湖鎮","彰化縣溪湖鎮媽厝里湳底路67號","學校、大型集會場所","國小","湳底龍水宮往西1.1公里","54714","川堂","川堂左側牆","23.936095","120.496984","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","","8853225"
"15239","彰化縣溪湖鎮溪湖國民中學","彰化縣","溪湖鎮","彰化縣溪湖鎮彰水路四段60號","學校、大型集會場所","國中","","54716","溪湖國民中學體育館門口","AED裝設地點在溪湖國中的體育館門口旁，上學時間可由彰水路校門口進入，放學後由育才街南側門進入","23.96626","120.481564","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","上學時間可由校門口進入，放學後由南側門進入","04-8852132"
"14874","彰化縣溪湖鎮溪湖國民小學","彰化縣","溪湖鎮","彰化縣溪湖鎮二溪路一段35號","學校、大型集會場所","國小","","54722","一樓行政辦公室走廊","近一樓行政辦公室旁，位於彩色教室走廊外。","23.953548","120.471697","08:00:00","08:00:00","08:00:00","08:00:00","08:00:00","08:00:00","","0975101389"
"14820","彰化縣溪湖鎮湖南國民小學","彰化縣","溪湖鎮","彰化縣溪湖鎮大竹里彰水路二段725號","學校、大型集會場所","國小","","54723","湖南國小中庭","湖南國小中庭健康中心旁","23.949635","120.47992","00:00:00","23:00:00","00:00:00","23:00:00","00:00:00","23:00:00","","0921717425"
"17476","彰化縣二林鎮新生國民小學","彰化縣","二林鎮","彰化縣二林鎮趙甲里鎮平巷59號","學校、大型集會場所","國小","","54724","中廊","辦公室旁的中廊","23.93756","120.394669","07:00:00","21:00:00","07:00:00","21:00:00","07:00:00","21:00:00","","0955-222568"
"10830","彰化縣埔鹽鄉永樂國小","彰化縣","埔鹽鄉","彰化縣埔鹽鄉永樂村永樂路600號","學校、大型集會場所","國小","","54725","學校大門入口廚房門口左側牆壁上","AED放置校門口操場跑道旁的廚房門口左側牆面上明顯位置方便民眾緊急取用，從校門口即可清楚看見。","24.000305","120.431802","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","","04-8652263"
"10551","彰化縣埔鹽鄉大園國小","彰化縣","埔鹽鄉","彰化縣埔鹽鄉灃澤村埔打路45之1號","學校、大型集會場所","國小","","54726","童軍室旁","進入學校門口正對面中廊右手邊童軍室旁","23.979508","120.488262","07:00:00","18:00:00","07:00:00","18:00:00","07:00:00","18:00:00","","04-8853760"
"20450","群康彼拉提斯(大東)","臺北市","士林區","臺北市士林區大東路162號2樓","學校、大型集會場所","健身房","彼拉提斯教室 (採預約制) 星期六日不營業","54733","行政櫃台旁","行政櫃檯旁邊","25.092620636855","121.5253603325","09:00:00","12:00:00","","","","","預約制 周末沒營業","02-28835536"
"1951","宜蘭縣立羅東國民中學","宜蘭縣","羅東鎮","宜蘭縣羅東鎮中華路99號","學校、大型集會場所","國中","","54735","健康中心內","羅東國中健康中心內","24.682584821564","121.76828276715","08:00:00","16:30:00","00:00:00","00:00:00","00:00:00","00:00:00","開放時間以學校上課日為主，寒暑假及國定假日不開放","03-9542075轉303或307"
"11071","彰化縣彰化市平和國民小學建和校區","彰化縣","彰化市","彰化縣彰化市崙平里建中街60號","學校、大型集會場所","國小","","54739","健康中心","本校建和校區行政大樓1樓建康中心外牆","24.070921","120.531319","17:00:00","07:00:00","00:00:00","23:30:00","00:00:00","23:30:00","上學時間不開放","04-7625716-701"
"14825","彰化縣立南興國民小學","彰化縣","彰化市","彰化縣彰化市南興里中山路一段213號","學校、大型集會場所","國小","","54740","新大樓穿堂靠近輔導室牆壁上","新大樓學務處與輔導室中間穿堂靠近輔導室牆壁上","24.058759","120.533334","05:30:00","22:00:00","05:30:00","22:00:00","05:30:00","22:00:00","","04-7622827-228"
"14774","彰化縣彰化市國聖國民小學","彰化縣","彰化市","彰化縣彰化市中山路三段608號","學校、大型集會場所","國小","","54741","健康中心前面走廊","健康中心前面走廊，司令台後方大樓一樓","24.092220373073","120.56881019491","08:00:00","17:00:00","","","","","","047321093#107"
"14866","彰化縣埤頭鄉合興國民小學","彰化縣","埤頭鄉","彰化縣埤頭鄉彰化縣埤頭鄉合興村文鄉路161號","學校、大型集會場所","國小","","54742","育英樓穿堂","穿堂臨校長室牆面","23.894074","120.459432","16:00:00","17:00:00","","","","","除上課以外時間皆開放使用(晚間不開放)","8922030"
"15323","彰化縣立埤頭國中","彰化縣","埤頭鄉","彰化縣埤頭鄉崙腳村中學路67號","學校、大型集會場所","國中","","54743","學務處前方走廊牆面上","由中學路正門進校園,找到司令台,在司令台後方走廊牆面上","23.880118","120.460251","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","周一至周日全天候24小時開放","04-8922004"
"14865","彰化縣埤頭鄉中和國民小學","彰化縣","埤頭鄉","彰化縣埤頭鄉溪林路284號","學校、大型集會場所","國小","","54744","川堂右側","校舍正中間之川堂右側牆上","23.847372","120.460501","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","","04-8895768"
"5355","彰化縣埤頭鄉大湖國民小學","彰化縣","埤頭鄉","彰化縣埤頭鄉大湖村大湖路260號","學校、大型集會場所","國小","","54745","中央穿堂","1.校門口進來往司令台直走
2.司令台後方兩側布告欄","23.865281","120.452944","08:00:00","18:00:00","08:00:00","16:00:00","08:00:00","16:00:00","","04-8922009"
"14974","彰化縣埤頭國小","彰化縣","埤頭鄉","彰化縣埤頭鄉埤頭村中南路145","學校、大型集會場所","國小","","54746","健康中心走廊","健康中心外走廊","23.892491","120.478223","16:00:00","07:00:00","00:00:00","12:00:00","00:00:00","12:00:00","假日24小時開放","0978832196"
"6140","基隆市安樂區武崙國民小學","基隆市","安樂區","基隆市安樂區武崙街203號","學校、大型集會場所","國小","","54747","學校1樓的電梯旁","學校1樓的電梯旁","25.139264426719","121.70616164885","07:00:00","17:00:00","08:00:00","16:00:00","08:00:00","16:00:00","警衛上班時間","24310018"
"14822","彰化縣立鹿鳴國民中學","彰化縣","鹿港鎮","彰化縣鹿港鎮彰化縣鹿港鎮頂草路三段167號","學校、大型集會場所","國中","","54748","鹿鳴國中至善樓","至善樓健康中心外走廊","24.075513","120.447285","08:00:00","16:00:00","08:01:00","16:00:00","08:01:00","16:00:00","星期例假日、國定假日不開放","047713846-235"
"14752","彰化縣和美鎮大榮國民小學","彰化縣","和美鎮","彰化縣和美鎮彰化縣和美鎮嘉佃路296號","學校、大型集會場所","國小","","54749","川堂","由學校大門口進入 川堂","24.088166","120.501791","12:00:00","12:00:00","12:00:00","12:00:00","12:00:00","12:00:00","","7636814"
"14876","彰化縣立文開國小","彰化縣","鹿港鎮","彰化縣鹿港鎮新宮里文開路60號","學校、大型集會場所","國小","","54750","文開國小行政大樓","進入文開路大門右手邊行政大樓1樓檔案室前","24.057084","120.429967","08:00:00","17:00:00","08:00:00","17:00:00","08:00:00","17:00:00","","04-7772042*713"
"12868","彰化縣立和美高級中學第二校區","彰化縣","和美鎮","彰化縣和美鎮孝文路230號","學校、大型集會場所","高中職","","54751","武術館大門口","武術館無障礙坡道旁的大門口，位在廁所對面","24.111059","120.510359","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","","04-7552043"
"10777","彰化縣二林鎮廣興國小","彰化縣","二林鎮","彰化縣二林鎮廣興里廣興巷2-1號","學校、大型集會場所","國小","","54752","前面第一間辦公室旁","大門口進來後靠左邊第一間辦公室旁","23.87614","120.362538","00:00:00","23:30:00","00:00:00","23:30:00","00:00:00","","","0912043211"
"15171","彰化縣芳苑國民小學","彰化縣","芳苑鄉","彰化縣芳苑鄉斗苑路芳苑段230號.","學校、大型集會場所","國小","","54753","學校中走廊","幼兒園門口前方、公共電話旁","23.924819","120.319233","07:30:00","17:00:00","","","","","六日未開放","8983993"
"11120","彰化縣芳苑鄉路上國民小學","彰化縣","芳苑鄉","彰化縣芳苑鄉路上村新上路12號","學校、大型集會場所","國小","","54754","中走廊","正門口走進來後，面對ㄧ樓中走廊的右手邊","23.896432","120.326084","07:30:00","17:30:00","","","","","六、日不開放","04-8982014"
"7511","彰化縣芳苑鄉後寮國小","彰化縣","芳苑鄉","彰化縣芳苑鄉後寮村芳寮路30號","學校、大型集會場所","國小","","54755","辦公室旁柱子","芳苑工業區旁後寮國小","23.945595","120.355081","08:00:00","17:00:00","08:00:00","17:00:00","08:00:00","17:00:00","","0921009857"
"14789","彰化縣二林鎮興華國民小學","彰化縣","二林鎮","彰化縣二林鎮竹林路三段393號","學校、大型集會場所","國小","","54757","辦公室門口","正門進來右手邊第一間","23.891508","120.395334","07:30:00","16:30:00","","","","","禮拜六、禮拜日非上班時間不開放","04-8962594"
"9708","基隆市中正區中正國民小學","基隆市","中正區","基隆市中正區中船路36巷4號","學校、大型集會場所","國小","","54764","警衛室","警衛室","25.135881823957","121.75057355182","07:00:00","18:00:00","08:00:00","16:00:00","08:00:00","16:00:00","","(02)24223064#90"
"14851","彰化縣芬園鄉芬園國民小學","彰化縣","芬園鄉","彰化縣芬園鄉社口村彰南路4段27巷28號","學校、大型集會場所","國小","","54768","保健室外","學校南門入口左手邊保健室外","24.013564","120.628403","07:00:00","07:00:00","07:00:00","07:00:00","07:00:00","07:00:00","","049-2522208"
"14852","彰化縣永靖鄉永興國民小學","彰化縣","永靖鄉","彰化縣永靖鄉永興路二段32號","學校、大型集會場所","國小","","54769","健康中心走廊","健康中心走廊","23.925217","120.566562","08:00:00","16:00:00","","","","","假日不開放","8221714*770"
"15168","茄荖國民小學","彰化縣","芬園鄉","彰化縣芬園鄉茄荖村嘉北街96號","學校、大型集會場所","國小","","54770","校內中廊左邊第一間教室外牆上","校內中廊左邊第一間教室外牆上","24.014633","120.643119","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","","049-2523018"
"14757","彰化縣永靖鄉福德國民小學","彰化縣","永靖鄉","彰化縣永靖鄉福德巷36號","學校、大型集會場所","國小","","54771","中廊","學校中廊","23.914104","120.541515","07:00:00","17:00:00","","","","","假日不開放","048224154"
"14790","彰化縣立永靖國民中學","彰化縣","永靖鄉","彰化縣永靖鄉瑚璉村錫壽路123號","學校、大型集會場所","國中","","54772","行政大樓一樓穿堂處","進入學校大門口右手邊行政大樓一樓穿堂處","23.930563","120.55109","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","","04-8221929轉127或121"
"20263","梧棲運七南簡棒壘球場","臺中市","梧棲區","臺中市梧棲區大仁路一段375巷","學校、大型集會場所","健身中心","梧棲運七南簡棒壘球場","54773","貨櫃旁","梧棲運七南簡棒壘球場貨櫃旁","24.259458242743","120.54548455109","","","","","","","","04-22289111#51344"
"20261","龍井河濱壘球場","臺中市","龍井區","臺中市龍井區福田里茄投路","學校、大型集會場所","健身中心","龍井河濱壘球場","54774","貨櫃旁","龍井河濱壘球場旁貨櫃","24.17901889155","120.52862901719","","","","","","","","04-22289111#51344"
"4032","臺中市自由車場","臺中市","清水區","臺中市清水區鰲海路70號","學校、大型集會場所","健身中心","","54775","司令台旁","臺中市自由車場2樓司令台旁","24.272026293577","120.58247602153","","","","","","","","04-22289111#51344"
"20270","文中10棒球場","臺中市","北屯區","臺中市北屯區崇德路三段835號(洲際棒球場對面)","學校、大型集會場所","健身中心","文中10棒球場 運動場館","54778","文中10棒球場帳棚下","文中10棒球場帳棚下","24.199927938491","120.685664312","","","","","","","","04-22289111#51343"
"14989","彰化縣埔心鄉梧鳳國民小學","彰化縣","埔心鄉","彰化縣埔心鄉大溪路三段175號","學校、大型集會場所","國小","","54779","穿堂","AED位於穿堂右邊靠校長室門口牆壁上","23.969749","120.512394","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","","04-8291964"
"14970","彰化縣永靖國小","彰化縣","永靖鄉","彰化縣永靖鄉中山路2段65號","學校、大型集會場所","國小","","54780","健康中心","健康中心前走廊","23.921123","120.533764","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","依學校開放時間","048221812"
"15312","彰化縣舊館國小","彰化縣","埔心鄉","彰化縣埔心鄉員鹿路二段201號","學校、大型集會場所","國小","","54781","南棟西側1樓廁所門口","南棟西側1樓廁所門口","23.943001","120.559292","07:00:00","21:00:00","07:00:00","21:00:00","07:00:00","21:00:00","","8292025#713"
"12818","彰化縣埔心鄉埔心國民小學","彰化縣","埔心鄉","彰化縣埔心鄉員鹿路二段254號","學校、大型集會場所","國小","","54782","辦公室前走廊","進入校園後面對活動中心右手邊，一樓即為本校教職員辦公室，AED設置於此處走廊上。","23.952948","120.545382","07:00:00","17:00:00","00:00:00","23:59:00","00:00:00","23:59:00","","0911300069"
"10949","彰化縣立埔心國民中學","彰化縣","埔心鄉","彰化縣埔心鄉忠義北路51號","學校、大型集會場所","國中","","54783","埔心國中總務處外面","本校AED放置於埔心國中總務處外面走廊牆壁上","23.943001","120.559292","08:00:00","17:00:00","00:00:00","23:59:00","00:00:00","23:59:00","","04-8291129"
"13804","彰化縣立八卦山棒球場","彰化縣","彰化市","彰化縣彰化市卦山路13號","其他","其他場所","","54794","八卦山球場看台上","八卦山運動公園、籃球場旁位置","24.079379394079","120.55409181022","08:00:00","17:00:00","08:00:00","12:00:00","08:00:00","12:00:00","","0970702461"
"10859","彰化縣立彰德國民中學","彰化縣","彰化市","彰化縣彰化市香山里11鄰彰南路二段512巷97號","學校、大型集會場所","國中","","54795","勤學樓一樓川堂佈告欄中間","AED設置於校園內靠近操場，勤學樓一樓川堂佈告欄中間〈健康中心旁之川堂〉","24.071658","120.562447","08:00:00","17:00:00","","","","","六日未開放","7381791"
"14765","彰化縣彰化市快官國民小學","彰化縣","彰化市","彰化縣彰化市快官里彰南路4段566號","學校、大型集會場所","國小","","54796","健康中心外","健康中心外面門口旁邊","24.068422","120.612013","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","全天","04-7384814"
"13494","彰化縣立彰化藝術高中","彰化縣","彰化市","彰化縣彰化市卦山路13號","學校、大型集會場所","高中職","","54797","高中部導師室前方","高中部導師室前方走廊的牆壁上","24.078686756449","120.55452073062","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","AED開放時間為24小時；全年無休。","24小時/(04)7222844-305"
"14881","彰化縣彰化市聯興國民小學","彰化縣","彰化市","彰化縣彰化市牛埔里一心南街208號","學校、大型集會場所","國小","","54798","勤學樓健康中心外牆","從校門進入右手邊勤學樓1F健康中心外牆","24.071658","120.562447","00:00:00","00:00:00","00:00:00","00:00:00","00:00:00","00:00:00","因疫情及校內有重大工程暫停對外開放","04-7384340"
"14983","彰化縣竹塘鄉竹塘國民小學","彰化縣","竹塘鄉","彰化縣竹塘鄉彰化縣竹塘鄉竹塘村文化街20號","學校、大型集會場所","國小","","54799","學校前棟教室中廊","置於本校前棟教室中廊明顯處有標示AED字樣","23.861585","120.429006","08:00:00","17:00:00","","","","","上班時間供社區民眾緊急使用","04-8972039"
"14862","彰化縣竹塘鄉民靖國民小學","彰化縣","竹塘鄉","彰化縣竹塘鄉民靖村文昌路152號","學校、大型集會場所","國小","","54801","中廊","中走廊","23.844826","120.42424","07:30:00","16:00:00","","","","","六日未開放","8972693"
"14827","彰化縣立竹塘國民中學","彰化縣","竹塘鄉","彰化縣竹塘鄉竹塘村竹林路一段550號","學校、大型集會場所","國中","","54802","資源班教室前","彰化縣竹塘鄉竹塘村竹林路一段(線道143甲)路旁資源班教室前","23.864492","120.425734","08:00:00","17:00:00","","","","","六日不開放","04-8972034-12"
"14856","彰化縣竹塘鄉田頭國民小學","彰化縣","竹塘鄉","彰化縣竹塘鄉田頭村光明路60號","學校、大型集會場所","國小","","54803","中廊川堂","中廊川堂公用電話正對面","23.837087","120.449295","07:00:00","17:00:00","00:00:00","00:00:00","00:00:00","00:00:00","","目前因疫情校園不開放"
"14844","彰化縣埔鹽鄉好修國小","彰化縣","埔鹽鄉","彰化縣埔鹽鄉好修村員鹿路二段149號","學校、大型集會場所","國小","","54804","北棟教學大樓","1樓行政辦公室廁所外","24.007531","120.459167","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","","0975927698"
"10715","彰化縣福興鄉大興國民小學","彰化縣","福興鄉","彰化縣福興鄉福興鄉外埔村復興路15號","學校、大型集會場所","國小","","54805","大興國小輔導室","大興國小輔導室前門旁牆面","24.02668","120.473252","08:00:00","17:00:00","","","","","上班時間開放","7792251"
"10572","彰化縣立鹿港國民中學","彰化縣","福興鄉","彰化縣福興鄉橋頭村復興路78號","學校、大型集會場所","國中","","54806","總務處前","大門入口直行約30公尺處，穿堂左側公用電話旁","24.051509","120.439271","08:00:00","17:00:00","","","","","星期六、日未開放","047772037"
"14858","彰化縣福興鄉日新國民小學","彰化縣","福興鄉","彰化縣福興鄉彰鹿路6段546號","學校、大型集會場所","國小","","54808","日新國民小學健康中心外牆","進入學校門口面對司令台後方的健康中心外牆","24.046662","120.459125","08:00:00","16:00:00","08:00:00","16:00:00","08:00:00","16:00:00","學校假日側門有開放","7773861"
"14861","彰化縣福興鄉管嶼國民小學","彰化縣","福興鄉","彰化縣福興鄉廈粘村沿海路3段100號","學校、大型集會場所","國小","","54814","學務處外","校門口直走經中庭往右側,AED放置位置於學務處外","24.027992","120.412517","07:00:00","17:30:00","00:00:00","23:59:00","00:00:00","23:59:00","","04-7702949"
"15236","彰化縣福興鄉育新國民小學","彰化縣","福興鄉","彰化縣福興鄉二港村福正路4號","學校、大型集會場所","國小","","54816","健康中心外牆","放置健康中心走廊牆面","24.0415","120.413223","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","24小時開放","7802521"
"17483","彰化縣福興鄉永豐國民小學","彰化縣","福興鄉","彰化縣福興鄉番社村80號","學校、大型集會場所","國小","","54817","校長室前面","放置在本校一樓樂學樓校長室前","24.02571","120.454607","","","","","","","全面開放",""
"10847","彰化縣福興鄉文昌國民小學","彰化縣","福興鄉","彰化縣福興鄉鎮平村 鎮平街1號","學校、大型集會場所","國小","","54818","輔導室與健康中心門外牆上","文昌國小位於鎮平(村)街上","24.008006","120.419123","08:00:00","17:00:00","00:00:00","23:59:00","00:00:00","23:59:00","","04-7702812"
"2235","彰化縣立田中高級中學","彰化縣","田中鎮","彰化縣田中鎮文化街23號","學校、大型集會場所","高中職","","54819","活動中心","活動中心，入口處柱子旁","23.855360724463","120.58864754532","","","","","","","","08:00~17:00"
