機構名稱,縣市區名,地址
謙禾家醫診所,板橋區,新北市板橋區漢生東路285號1、2樓及287號1、2樓
有好美學診所,板橋區,新北市板橋區文化路二段182巷1弄79號(1、2樓及夾層)
憲忠診所,板橋區,新北市板橋區宏國路108號1樓
安泰淞鶴診所,板橋區,新北市板橋區信義路219號1樓
薇晶中醫診所,板橋區,新北市板橋區民生路三段83號1、2樓
保翔中醫診所,板橋區,新北市板橋區南雅南路二段74號(1樓)
安信星曜牙醫診所,板橋區,新北市板橋區陽明街16號1、2樓
序康診所,板橋區,新北市板橋區國光路45號(1樓)
慈護一品中醫診所,板橋區,新北市板橋區民生路三段159號（1樓）
安胃診所,板橋區,新北市板橋區中山路二段232號1、2樓
高端眼科診所,板橋區,新北市板橋區文化路二段182巷3弄46號1、2樓及46-1號1、2樓
回春中醫診所,板橋區,新北市板橋區國光路17號(1樓)
板橋京都堂中醫診所,板橋區,新北市板橋區重慶路3號1、2樓
偉恩牙醫診所,板橋區,新北市板橋區裕民街109號(1樓)
研知診所,板橋區,新北市板橋區文化路二段330號、332號1~4樓
帛瑿診所,板橋區,新北市板橋區合宜路11號(1樓及夾層)
勁安骨科診所,板橋區,新北市板橋區重慶路245巷13號(1樓)
尊榮悠陽牙醫診所,板橋區,新北市板橋區陽明街110號1、2樓
合誼診所,板橋區,新北市板橋區龍興街50號(1樓)
板橋四維親子診所,板橋區,新北市板橋區四維路150號1、2、3樓
康祐臻品牙醫診所,板橋區,新北市板橋區民生路3段32之1號(1樓)
大鈞診所,板橋區,新北市板橋區中山路2段88號1~4樓
嘉恩診所,板橋區,新北市板橋區陽明街40號1樓
新優植牙醫診所,板橋區,新北市板橋區民生路2段249號2樓
天寧中醫診所,板橋區,新北市板橋區溪北路87號(1樓)
鼎鈞中醫診所,板橋區,新北市板橋區府中路67號3樓
春易安中醫診所,板橋區,新北市板橋區光武街3號1樓
品安診所,板橋區,新北市板橋區忠孝路96號1樓
絕美牙醫診所,板橋區,新北市板橋區文化路1段138號1樓、2樓
佑福診所,板橋區,新北市板橋區三民路1段1巷38弄5號1樓
放開心身心精神科診所,板橋區,新北市板橋區四川路一段279號1、2樓
懷諾診所,板橋區,新北市板橋區懷德街170巷1號1樓
禾安診所,板橋區,新北市板橋區四川路1段269號1樓及2樓
晨益診所,板橋區,新北市板橋區四川路1段171號1樓
板橋仁安內科診所,板橋區,新北市板橋區大觀路3段236號8樓之1、8樓之2
德川中醫診所,板橋區,新北市板橋區文化路2段13號1樓
史書華牙醫診所,板橋區,新北市板橋區民安街30號2樓
蘇鴻昶中醫診所,板橋區,新北市板橋區府後街1巷2號1樓
坤隆診所,板橋區,新北市板橋區重慶路278巷2號(1樓)
梁中醫診所,板橋區,新北市板橋區四維路186號1樓
仁得中醫診所,板橋區,新北市板橋區民權路258之7號1樓
安欣診所,板橋區,新北市板橋區民族路228號1樓
臣雄診所,板橋區,新北市板橋區北門街24號1樓及26號1樓
佳愛診所,板橋區,新北市板橋區大觀路3段236號2樓之3、2樓之4
精品牙醫診所,板橋區,新北市板橋區漢生東路293號1樓及2樓
嘉品牙醫診所,板橋區,新北市板橋區大仁街70號1樓
燦明大學眼科診所,板橋區,新北市板橋區文化路1段180號2樓、182號1、2樓
晶耀牙醫診所,板橋區,新北市板橋區文化路2段182巷3弄46-3號1樓、2樓
幸怡診所,板橋區,新北市板橋區長江路三段80號、82號(1樓)
晴天家醫科診所,板橋區,新北市板橋區中山路2段225號1樓及2樓
鄭仁瑋耳鼻喉科診所,板橋區,新北市板橋區四川路2段57號、59號1樓
晴天耳鼻喉科診所,板橋區,新北市板橋區中山路2段225號1樓及2樓
嘉禾診所,板橋區,新北市板橋區中山路2段194號(1樓)
華晟中醫診所,板橋區,新北市板橋區漢生東路189號1樓及193巷1號1樓
利人診所,板橋區,新北市板橋區松柏街67號1樓
健昇中醫診所,板橋區,新北市板橋區龍興街29號(1樓)
昌弘復健科診所,板橋區,新北市板橋區中正路194、194之1、194之2、194之3號
好萊塢診所,板橋區,新北市板橋區區運路101號2樓及103號1、2樓
文瑞診所,板橋區,新北市板橋區板新路101號10樓
靈群閣中醫診所,板橋區,新北市板橋區裕民街56巷3號(1樓)
仲德中醫診所,板橋區,新北市板橋區文聖街157號(1樓)
禾樺牙醫診所,板橋區,新北市板橋區民生路三段123號1樓及2樓
陳正傑骨科診所,板橋區,新北市板橋區四川路一段217號(1樓)
光澤診所,板橋區,新北市板橋區中山路1段3號5樓、5樓之1、5樓之2、5樓之3、5樓之5、6樓、6樓之1、6樓之2、6樓之3、6樓之5、6樓之6、6樓之7
喬美整形外科博仕診所,板橋區,新北市板橋區漢生東路178號2樓
蕭正輝兒科診所,板橋區,新北市板橋區文化路2段137號1樓
裕民診所,板橋區,新北市板橋區裕民街143號1樓
建中堂中醫診所,板橋區,新北市板橋區長安街25巷17號1樓
藝大美學牙醫診所,板橋區,新北市板橋區龍興街8號(1樓)
大庭診所,板橋區,新北市板橋區大仁街27號1樓
傑生婦產科診所,板橋區,新北市板橋區中山路1段104號8樓、9樓
樂菲整形外科診所,板橋區,新北市板橋區中山路一段13號3、4樓及15號3、4樓
精英美學牙醫診所,板橋區,新北市板橋區中山路2段84-4號1樓、2樓
祥德中醫診所,板橋區,新北市板橋區莊敬路25巷4弄14號(1樓)
基生婦產科診所,板橋區,新北市板橋區中山路1段104號10樓
文達中醫診所,板橋區,新北市板橋區懷仁街88號(1樓)
新埔立安診所,板橋區,新北市板橋區陽明街12號(1樓)
俊亨內科診所,板橋區,新北市板橋區合宜一路53號1樓及夾層
原力復健科診所,板橋區,新北市板橋區文化路二段370號1樓、372號1樓
展揚牙醫診所,板橋區,新北市板橋區南雅南路二段144巷68號1、2樓
美麗浮洲牙醫診所,板橋區,新北市板橋區大觀路二段163巷32號1樓
優客牙醫診所,板橋區,新北市板橋區吳鳳路17-1號(1樓)
元晨診所,板橋區,新北市板橋區中山路一段69號8樓
王祥冠耳鼻喉科診所,板橋區,新北市板橋區陽明街122號(1、2樓)
軒品牙醫診所,板橋區,新北市板橋區中山路二段106號1、2樓及108號1、2樓
日麗牙醫診所,板橋區,新北市板橋區中山路一段30號1樓
益群牙醫診所,板橋區,新北市板橋區四維路１７９號
重慶牙醫診所,板橋區,新北市板橋區重慶路205號1、2樓
康喬牙醫診所,板橋區,新北市板橋區懷德街181巷1號1樓．3號1樓
元齡牙醫診所,板橋區,新北市板橋區民權路２５８－６號１Ｆ
光仁牙醫診所,板橋區,新北市板橋區中正路２３４號
揚名牙醫診所,板橋區,新北市板橋區長江路二段２３６號
中心牙醫診所,板橋區,新北市板橋區中山路二段３０８號
福倫牙醫診所,板橋區,新北市板橋區民權路219號
德崴聯合牙醫診所,板橋區,新北市板橋區中山路二段二二四號
全心中醫診所,板橋區,新北市板橋區國慶路159號1樓
洪金蘭中醫診所,板橋區,新北市板橋區金門街六七巷二號一樓
宜聖牙醫診所,板橋區,新北市板橋區吳鳳路50巷41號1樓
新安牙醫診所,板橋區,新北市板橋區民生路二段218號1樓
喜樂牙醫診所,板橋區,新北市板橋區四川路二段九十九－七號
板橋現代牙醫診所,板橋區,新北市板橋區雙十路二段一一八號一、二樓
國光中醫診所,板橋區,新北市板橋區國光路157號〈1樓〉
程維德中醫診所,板橋區,新北市板橋區實踐路117號（1樓）
安歆診所,板橋區,新北市板橋區光正街5號1樓
宏益信合美診所,板橋區,新北市板橋區新民街33號3~4樓
府中牙科診所,板橋區,新北市板橋區府中路１２１號
瑞億牙醫診所,板橋區,新北市板橋區德興街37巷20號1樓
泰民牙醫診所,板橋區,新北市板橋區漢生西路２３號
嘉呈牙醫診所,板橋區,新北市板橋區陽明街35號(1樓)
杏橋牙醫診所,板橋區,新北市板橋區金門街295號1樓
漢光中醫診所,板橋區,新北市板橋區陽明街51號1樓、地下1樓
弘安中醫診所,板橋區,新北市板橋區民族路１１３號
吉安中醫診所,板橋區,新北市板橋區篤行路三段78號、78之1號(1樓)
史丹佛牙醫診所,板橋區,新北市板橋區新府路1之2號2樓
樂為診所,板橋區,新北市板橋區漢生西路68號1樓
兒林小兒科診所,板橋區,新北市板橋區廣和街90號及92號(1樓)
祐新中醫診所,板橋區,新北市板橋區文化路一段306號1樓、2樓
鼎極牙醫診所,板橋區,新北市板橋區忠孝路61號1樓、63號1樓
樂欣診所,板橋區,新北市板橋區四維路108號1樓
旺福牙醫診所,板橋區,新北市板橋區南雅南路2段158號1樓
信安牙醫診所,板橋區,新北市板橋區中山路1段267號(1、2樓)
靜思牙醫診所,板橋區,新北市板橋區實踐路93巷10號1樓
晨陽診所,板橋區,新北市板橋區漢生東路342號(1樓)
漢生診所,板橋區,新北市板橋區漢生西路73、75號(1樓)
御品牙醫診所,板橋區,新北市板橋區長江路二段165、167號1樓及(夾層)
尚品皮膚科診所,板橋區,新北市板橋區中正路210號1、2樓
杏福牙醫診所,板橋區,新北市板橋區國光路181號1樓及夾層
張英睿皮膚專科診所,板橋區,新北市板橋區文化路1段118號(1、2、3樓)
佳誠診所,板橋區,新北市板橋區中山路2段140號1樓
佑恩小兒科診所,板橋區,新北市板橋區國光路176號(1樓)
莒光診所,板橋區,新北市板橋區莒光路30號1樓
一心中醫診所,板橋區,新北市板橋區懷德街117號1樓
鄭仕程診所,板橋區,新北市板橋區新海路113號(1、2樓)
欣幼婦產科診所,板橋區,新北市板橋區四川路1段188號1樓、2樓、3樓、4樓、5樓
林儀文婦產科診所,板橋區,新北市板橋區民權路218號1、2樓
米蘭時尚牙醫診所,板橋區,新北市板橋區仁化街40號1樓
皇漢中醫診所,板橋區,新北市板橋區民族路149號1樓
大雄中醫診所,板橋區,新北市板橋區國光路207號1樓
艾美牙醫診所,板橋區,新北市板橋區莒光路21號1、2樓
喜樂診所,板橋區,新北市板橋區四川路1段154號1樓
大新復健科診所,板橋區,新北市板橋區篤行路1段31號(1樓)
靚世紀診所,板橋區,新北市板橋區民族路34巷18號2樓
品皓牙醫診所,板橋區,新北市板橋區溪城路85號1樓及2樓
悅美牙醫診所,板橋區,新北市板橋區文化路1段27號〈1樓~3樓〉、29號〈1樓~3樓〉
樂真牙醫診所,板橋區,新北市板橋區新民街29號1樓及2樓
板橋黃皮膚科診所,板橋區,新北市板橋區文化路2段53號(1樓、2樓)
菩提中醫診所,板橋區,新北市板橋區實踐路129號(1樓)
尚美美學牙醫診所,板橋區,新北市板橋區中正路207號1、2樓
興德診所,板橋區,新北市板橋區永豐街245號
大川診所,板橋區,新北市板橋區中山路2段84之6號1~4樓
炳榮診所,板橋區,新北市板橋區漢生西路七二號
蔡英傑皮膚科診所,板橋區,新北市板橋區文化路一段一四六號一樓
黃景宏診所,板橋區,新北市板橋區陽明街63號
顏舜隆小兒科診所,板橋區,新北市板橋區裕民街一二二號
鴻仁診所,板橋區,新北市板橋區雙十路二段五十九號
杏林診所,板橋區,新北市板橋區溪北路１７０號
毅宏耳鼻喉科診所,板橋區,新北市板橋區中正路190號
蕭亦裕鹽光診所,板橋區,新北市板橋區忠孝路112-1號1樓
合信診所,板橋區,新北市板橋區實踐路１３３號
趙小兒科診所,板橋區,新北市板橋區館前東路64號1樓
巫世平診所,板橋區,新北市板橋區南雅南路一段６６號
博恩泌尿科外科診所,板橋區,新北市板橋區文化路一段203號1樓
仁佑耳鼻喉科診所,板橋區,新北市板橋區四川路2段33號1樓及39號1樓
嘉得牙醫診所,板橋區,新北市板橋區館前東路108號1樓及2樓
翠豐診所,板橋區,新北市板橋區雙十路2段120號1樓．2樓
板橋中興醫院,板橋區,新北市板橋區忠孝路十五號
長殷牙醫診所,板橋區,新北市板橋區陽明街46-1號1樓
勝濟堂中醫診所,板橋區,新北市板橋區忠孝路69號（1樓）
典揚牙醫診所,板橋區,新北市板橋區國慶路161號（1樓）
蕭中正醫院,板橋區,新北市板橋區南雅南路一段15號之1、17號、19號(1、2、3、4樓)
舒活牙醫診所,板橋區,新北市板橋區四維路227號1、2樓
龍昌診所,板橋區,新北市板橋區民族路276巷1弄10號1、2樓及12號1、2樓
恩典復健家醫科診所,板橋區,新北市板橋區文化路2段155號1樓至5樓
朱傳弘骨科診所,板橋區,新北市板橋區陽明街125號1、2樓、127號1、2樓
板橋長榮診所,板橋區,新北市板橋區陽明街287號1樓
蓁佑中醫診所,板橋區,新北市板橋區四維路218號1樓
杏禾中醫診所,板橋區,新北市板橋區莊敬路97號1樓
板橋大愛眼科診所,板橋區,新北市板橋區文化路一段294號1樓、2樓
安慶診所,板橋區,新北市板橋區互助街77巷1號(1樓)
春和診所,板橋區,新北市板橋區長江路1段138號
蔡進富牙醫診所,板橋區,新北市板橋區陽明街283號1樓
柯明奇耳鼻喉科診所,板橋區,新北市板橋區中山路二段２５６號
正陽骨科診所,板橋區,新北市板橋區雙十路2段114號1樓．114之1號2樓
板橋安媞婦產科診所,板橋區,新北市板橋區府中路43號2樓
欣心診所,板橋區,新北市板橋區莒光路94號1樓
中英醫療社團法人中英醫院,板橋區,新北市板橋區文化路一段192之1號1樓、194號1至4樓、196號1至4樓、198號1至4樓、200號1至4樓、202號1至4樓、204號1至4樓
翰生診所,板橋區,新北市板橋區漢生西路73、75號(1樓)
板新醫院,板橋區,新北市板橋區中正路１８９號
板橋大學眼科診所,板橋區,新北市板橋區忠孝路三十五號一、二樓
吉立診所,板橋區,新北市板橋區篤行路三段92號
駱耳鼻喉科診所,板橋區,新北市板橋區實踐路一七三號
福星耳鼻喉科診所,板橋區,新北市板橋區重慶路181號
黃外科診所,板橋區,新北市板橋區中山路1段30號2樓
徐自菱皮膚科診所,板橋區,新北市板橋區互助街29號1樓及31號1樓
志明診所,板橋區,新北市板橋區篤行路二段五二號及大觀路三段二一九巷八號一．二樓
潔美牙醫診所,板橋區,新北市板橋區漢生東路281號1樓．2樓．283號1樓．2樓
和安診所,板橋區,新北市板橋區四維路313號1樓
重慶耳鼻喉科診所,板橋區,新北市板橋區和平路161巷26號〈1樓〉
陳敏玲內科診所,板橋區,新北市板橋區溪崑二街97號(1樓)
林國本耳鼻喉科診所,板橋區,新北市板橋區文聖街６號
佑幼小兒科診所,板橋區,新北市板橋區文化路二段５７號
王起釮小兒科診所,板橋區,新北市板橋區新海路３７２號
馨杏園婦產科診所,板橋區,新北市板橋區中山路2段24號1樓及40巷2弄2號1樓
韓眼科診所,板橋區,新北市板橋區中山路二段三００號
陳孟潮耳鼻喉科診所,板橋區,新北市板橋區民生路三段２６３巷１１號
板橋李耳鼻喉科診所,板橋區,新北市板橋區縣民大道1段185號(1樓)
小林美學牙醫診所,板橋區,新北市板橋區國光路187、189、189-1號2樓
合泰婦產小兒聯合診所,板橋區,新北市板橋區忠孝路19號1．2．3樓
瑞明眼科診所,板橋區,新北市板橋區文化路1段13號1、2F
建明診所,板橋區,新北市板橋區雙十路3段44號1樓
盈仁牙醫診所,板橋區,新北市板橋區中正路二七八號
國新德威牙醫診所,板橋區,新北市板橋區四川路一段253號1樓
誼康美學牙醫診所,板橋區,新北市板橋區文化路二段175號1樓及夾層
南雅牙醫診所,板橋區,新北市板橋區南雅南路一段95號1.2F
立潔牙醫診所,板橋區,新北市板橋區文化路二段23號1樓
誠信牙醫診所,板橋區,新北市板橋區文化路一段一二五號
新恩眼科診所,板橋區,新北市板橋區重慶路219號
孫三源婦產科家庭醫學科診所,板橋區,新北市板橋區中正路186、188號(1樓)
家樺診所,板橋區,新北市板橋區文化路2段182巷3弄51號1、2樓
張明輝內科診所,板橋區,新北市板橋區四川路一段81號
佳醫診所,板橋區,新北市板橋區四川路一段186號1、2樓
雙十鄭林診所,板橋區,新北市板橋區雙十路2段138號1樓、3樓
麗暘診所,板橋區,新北市板橋區懷德街78巷2號
蔡利誠診所,板橋區,新北市板橋區陽明街１１２號
健誠眼科診所,板橋區,新北市板橋區三民路一段７０號
龍興診所,板橋區,新北市板橋區龍興街43、45號(1樓)
江德賢眼科診所,板橋區,新北市板橋區中正路二０九號
慈蕙診所,板橋區,新北市板橋區三民路二段202之29號(1樓)、正隆巷2之1號(2樓)
黃世鑫診所,板橋區,新北市板橋區四川路一段一四三號
蔡眼科診所,板橋區,新北市板橋區文化路二段109之3號1樓
謝坤川診所,板橋區,新北市板橋區陽明街十號
篤翎診所,板橋區,新北市板橋區篤行路三段69號1樓
全德耳鼻喉科診所,板橋區,新北市板橋區重慶路２１7號
博愛診所,板橋區,新北市板橋區府中路52-3號1樓
林皮膚科診所,板橋區,新北市板橋區府中路一一二號
仁民診所,板橋區,新北市板橋區陽明街７５號
周耳鼻喉科診所,板橋區,新北市板橋區文化路二段５號
板橋信合美眼科診所,板橋區,新北市板橋區新民街33號1、2樓
吉仁醫病相談診所,板橋區,新北市板橋區實踐路114號1樓、4樓及116號4樓
進益診所,板橋區,新北市板橋區自由路45號1樓
林子敬診所,板橋區,新北市板橋區中山路二段198號
陳尚志診所,板橋區,新北市板橋區文化路二段388號3樓
江致德皮膚科診所,板橋區,新北市板橋區重慶路二五四號
新象眼科診所,板橋區,新北市板橋區文化路二段394號
成都診所,板橋區,新北市板橋區成都街九十五號
林弘揚耳鼻喉科診所,板橋區,新北市板橋區陽明街295號
吳宏誠小兒科診所,板橋區,新北市板橋區莊敬路156號
聖母診所,板橋區,新北市板橋區民族路197號
後埔永江診所,板橋區,新北市板橋區實踐路109號(1F)
燿星小兒科診所,板橋區,新北市板橋區實踐路１１３號
幼華診所,板橋區,新北市板橋區民族路３０８號
雷世陽婦產科診所,板橋區,新北市板橋區三民路二段110號1~7樓
志善眼科診所,板橋區,新北市板橋區文化路2段386號、386之1號
熊明旺耳鼻喉科診所,板橋區,新北市板橋區中山路2段84-2號1樓
板橋民富皮膚科診所,板橋區,新北市板橋區四川路1段97號(1樓)
王林小兒科診所,板橋區,新北市板橋區忠孝路20號1樓
健康家庭醫學科診所,板橋區,新北市板橋區陽明街295號
楊思亮診所,板橋區,新北市板橋區文化路二段4號
立誠骨科診所,板橋區,"新北市板橋區民權路215號1.2樓,217號1樓"
聯德診所,板橋區,新北市板橋區溪北路13號
名冠診所,板橋區,新北市板橋區文化路一段145、3樓之5號
耀安小兒科診所,板橋區,新北市板橋區漢生東路324號1樓及326巷2弄2號1樓
日光眼科診所,板橋區,新北市板橋區陽明街124號1樓及B1
仁謙診所,板橋區,新北市板橋區忠孝路102號1樓
陳榮泰小兒科診所,板橋區,新北市板橋區金門街311號
樂福診所,板橋區,新北市板橋區三民路二段89號
優生婦產科診所,板橋區,新北市板橋區重慶路30號1樓、2樓、8樓
周文通診所,板橋區,新北市板橋區四維路２９２號
徐內科小兒科診所,板橋區,新北市板橋區南雅南路1段5巷8號1樓
陳嘉偉診所,板橋區,新北市板橋區懷仁街９２號１樓
詹婦產科診所,板橋區,新北市板橋區文化路二段二號
張俊明外科婦科診所,板橋區,新北市板橋區中正路251號(1樓)及251之1號(2樓)
中正診所,板橋區,新北市板橋區金華街２１巷４號
長生外科診所,板橋區,新北市板橋區中山路2段497號
蕭奕仁診所,板橋區,新北市板橋區三民路二段９３號
洪天註中醫診所,板橋區,新北市板橋區四維路289巷44號1樓
宏國中醫診所,板橋區,新北市板橋區宏國路103號1樓
陳東熙中醫診所,板橋區,新北市板橋區文化路二段１６５號
日祥中醫診所,板橋區,新北市板橋區中正路203號1、2、3樓
聖原中醫診所,板橋區,新北市板橋區雙十路二段38號1樓
台達牙醫診所,板橋區,新北市板橋區文化路一段一三四號
潔品牙醫聯合診所,板橋區,新北市板橋區文化路一段359號1、2、3、4樓
育德牙醫診所,板橋區,新北市板橋區三民路二段一一三號
時尚牙醫診所,板橋區,新北市板橋區雙十路2段152號1樓及松柏街1巷7號1樓
民懷牙醫診所,板橋區,新北市板橋區國慶路一八一號
全安牙醫診所,板橋區,新北市板橋區雙十路三段３５號
太平洋牙醫診所,板橋區,新北市板橋區漢生東路三四八號一樓
鴻元牙醫診所,板橋區,新北市板橋區中山路二段443巷12號(1樓)
胡牙醫診所,板橋區,新北市板橋區文化路一段１８８巷１６號
後站徐牙醫診所,板橋區,新北市板橋區忠孝路１０６號
大林牙醫診所,板橋區,新北市板橋區文化路一段三號２Ｆ
麗德牙醫診所,板橋區,新北市板橋區文化路二段20號2樓
正昌牙醫診所,板橋區,新北市板橋區裕民街３６巷１號
博仁牙醫診所,板橋區,新北市板橋區南雅南路二段一一之三號一樓
頂好牙醫診所,板橋區,新北市板橋區懷德街１２３號
安信牙醫診所,板橋區,新北市板橋區文化路一段３５５號1、2樓
博暉牙醫診所,板橋區,新北市板橋區中山路一段六十九號七樓之一
玉山牙醫診所,板橋區,新北市板橋區中正路265號
培源牙醫診所,板橋區,新北市板橋區府中路１００號
雙安牙醫診所,板橋區,新北市板橋區館前西路150之1號
江子翠林牙醫診所,板橋區,新北市板橋區文化路二段３３３號
鴻安牙醫診所,板橋區,新北市板橋區萬板路308號(1樓)
呂忠孝牙醫診所,板橋區,新北市板橋區忠孝路一七七號
遠東牙醫診所,板橋區,新北市板橋區館前東路104號1、2樓
智群牙醫診所,板橋區,新北市板橋區四川路一段286巷3號(1樓)
揚齡牙醫診所,板橋區,新北市板橋區南雅西路二段９８之４號
瑞安牙醫診所,板橋區,新北市板橋區大智街７３號１樓
聖潔牙醫診所,板橋區,新北市板橋區華興街八三號一樓
浩恩牙醫診所,板橋區,新北市板橋區中正路206號1、2樓
惠康牙醫診所,板橋區,新北市板橋區四川路一段３５９號
健倫牙醫診所,板橋區,新北市板橋區莒光路157號
法華牙醫診所,板橋區,新北市板橋區金門街301號
東北牙醫診所,板橋區,新北市板橋區忠孝路213號１、2樓
展望牙醫診所,板橋區,新北市板橋區莊敬路一四九號
華美牙醫診所,板橋區,新北市板橋區民族路２３３號
蔡牙醫診所,板橋區,新北市板橋區南雅南路1段23號1樓
昱盛牙醫診所,板橋區,新北市板橋區英士路四十三號
忠丞牙醫診所,板橋區,新北市板橋區中山路二段四○八號
家德牙醫診所,板橋區,新北市板橋區重慶路三０八巷十號
晴天牙醫診所,板橋區,新北市板橋區文聖街23號及25號1樓
薪馨牙醫診所,板橋區,新北市板橋區文化路一段七號一、二樓
板橋誠品牙醫診所,板橋區,新北市板橋區四川路1段57號2樓
大立牙醫診所,板橋區,新北市板橋區溪北路一三０號
正欣牙醫診所,板橋區,新北市板橋區新海路一一五號
馬太牙醫診所,板橋區,新北市板橋區中正路二三四號之一
德全牙醫診所,板橋區,新北市板橋區篤行路二段七十八號一、二樓
正安牙醫診所,板橋區,新北市板橋區金門街249號
新埔牙醫診所,板橋區,新北市板橋區文化路二段１７號
仁宏牙醫診所,板橋區,新北市板橋區重慶路７６巷６號
勇年牙醫診所,板橋區,新北市板橋區文化路一段２７７號
玉林牙醫診所,板橋區,新北市板橋區篤行路二段１０７號
浩明牙醫診所,板橋區,新北市板橋區民治街５２巷５弄１號１Ｆ
冠德牙醫診所,板橋區,新北市板橋區陽明街5號1樓
得雅牙醫診所,板橋區,新北市板橋區新海路64號1、2樓，68號1樓
晨軒牙醫診所,板橋區,新北市板橋區館前西路98號
貴興牙醫診所,板橋區,新北市板橋區貴興路80號1樓
合美牙醫診所,板橋區,新北市板橋區中山路二段99號1、2樓
大原牙醫診所,板橋區,新北市板橋區民族路97號1樓
新品牙醫診所,板橋區,新北市板橋區龍興街十五號一樓
橘泉中醫診所,板橋區,新北市板橋區四維路179之1號(1樓)
昕隆診所,板橋區,新北市板橋區民生路一段3號5樓
至維牙醫診所,板橋區,新北市板橋區莊敬路229號1樓
和謙診所,板橋區,新北市板橋區 民權路 214號(1~4樓)
卓群牙醫診所,板橋區,新北市板橋區中正路３１號１樓
廖牙醫診所,板橋區,新北市板橋區館前西路４５號
德恩牙醫診所,板橋區,新北市板橋區金門街54號1樓及夾層
翰林居中醫診所,板橋區,新北市板橋區南雅南路1段99號(1樓)
揚明診所,板橋區,新北市板橋區陽明街三十八號一樓
喆品牙醫診所,板橋區,新北市板橋區忠孝路55號1、2樓
辭林牙科診所,板橋區,新北市板橋區館前東路９８∼３號
宏昌中醫診所,板橋區,新北市板橋區新海路3號(1樓)
盛強耳鼻喉科診所,板橋區,新北市板橋區中山路二段３６７號
弘恩中醫診所,板橋區,新北市板橋區萬板路15號1樓
龍生診所,板橋區,新北市板橋區廣權路一０三號
樂昕中醫診所,板橋區,新北市板橋區區運路39號(1樓)
菡生美無極診所,板橋區,新北市板橋區中山路一段104號11樓
連建安診所,板橋區,新北市板橋區三民路二段一四六號一樓
吳建明小兒科診所,板橋區,新北市板橋區四川路二段245巷46號
薛松茂內科小兒科診所,板橋區,新北市板橋區四川路一段２１２號
宜霖小兒科診所,板橋區,新北市板橋區重慶路二三０號一樓
王瑞熙眼科診所,板橋區,新北市板橋區公園路三十號
德聲牙醫診所,板橋區,新北市板橋區文化路二段３２４號
建佑診所,板橋區,新北市板橋區雙十路二段164號1樓
實踐內科兒科診所,板橋區,新北市板橋區實踐路１４９號
姚欽祥外科婦產科診所,板橋區,新北市板橋區漢生西路３１號
佳恩耳鼻喉科診所,板橋區,新北市板橋區陽明街40號1樓
一心牙醫診所,板橋區,新北市板橋區自由路22號(1樓)、22-1號(2樓)
李連成耳鼻喉科診所,板橋區,新北市板橋區雙十路二段１６２號
寰宇牙醫診所,板橋區,新北市板橋區南雅西路二段２號２Ｆ
楊孟達身心精神科診所,板橋區,新北市板橋區文化路一段275號1樓
潘內科小兒科診所,板橋區,新北市板橋區中正路1巷18號(1樓)
信德診所,板橋區,新北市板橋區文化路一段310號1~2樓
振安診所,板橋區,新北市板橋區重慶路276-11號1、2樓
榮恩診所,板橋區,新北市板橋區三民路1段147號1樓
老記保壽堂中醫診所,板橋區,新北市板橋區龍興街16號(1樓)
施丞修中醫診所,板橋區,新北市板橋區中山路2段362號
中英醫療社團法人板英醫院,板橋區,新北市板橋區文化路1段267、269、271號1-4樓
遠東中醫診所,板橋區,新北市板橋區漢生東路335號1樓
曾皮膚科診所,板橋區,新北市板橋區中山路二段三六五號
潘牙醫診所,板橋區,新北市板橋區北門街５６號２Ｆ
裕芳中醫診所,板橋區,新北市板橋區貴興路三十八號
仁心中醫診所,板橋區,新北市板橋區北門街42-3號1、2樓
華康中醫診所,板橋區,新北市板橋區陽明街80號
鴻仁中醫診所,板橋區,新北市板橋區三民路2段136之2號1樓
子欽牙醫診所,板橋區,新北市板橋區大智街十五號
昇陽診所,板橋區,新北市板橋區文化路二段326號1F
泰源中醫診所,板橋區,新北市板橋區四川路一段９８號
儒林居中醫診所,板橋區,新北市板橋區雙十路三段２２號
廣生堂中醫診所,板橋區,新北市板橋區府中路７８號
德昇中醫診所,板橋區,新北市板橋區中正路37號1F、B1F
同心堂中醫診所,板橋區,新北市板橋區中山路2段123號1樓
和康中醫診所,板橋區,新北市板橋區中山路二段291-11號一樓
蓁禾堂中醫診所,板橋區,新北市板橋區民生路二段48、50號1樓
鈺安中醫診所,板橋區,新北市板橋區陽明街一三０號一樓
吉安堂中醫診所,板橋區,新北市板橋區後菜園街４３號
生永中醫診所,板橋區,新北市板橋區中正路２９號
漢昇中醫診所,板橋區,新北市板橋區三民路二段３５巷２１號
新榮盛中醫診所,板橋區,新北市板橋區國光路一八五號
黃永生中醫診所,板橋區,新北市板橋區中山路一段２８號
壽春中醫診所,板橋區,新北市板橋區中正路２３６巷６號
福安堂中醫診所,板橋區,新北市板橋區重慶路一九三號一樓
坤儒中醫診所,板橋區,新北市板橋區陽明街77號1樓
翰生牙醫診所,板橋區,新北市板橋區漢生西路７１號
上揚牙醫診所,板橋區,新北市板橋區府中路７號
偉新牙醫診所,板橋區,新北市板橋區重慶路８３號
佳園牙醫診所,板橋區,新北市板橋區實踐路159號1、2樓
板橋國泰醫院,板橋區,新北市板橋區忠孝路五、七、九、十一號一至三樓。
